         8	    0.000004120
        16	    0.000004616
        32	    0.000004420
        64	    0.000004382
       128	    0.000004582
       256	    0.000004463
       512	    0.000004439
      1024	    0.000005078
      2048	    0.000008483
      4096	    0.000006819
      8192	    0.000007043
     16384	    0.000007377
     32768	    0.000008059
     65536	    0.000009341
    131072	    0.000014381
    262144	    0.000027919
    524288	    0.000051379
   1048576	    0.000094180
   2097152	    0.000181761
   4194304	    0.000359640
   8388608	    0.000710139
  16777216	    0.001554642
  33554432	    0.006157079
  67108864	    0.012321162
 134217728	    0.024621582
 268435456	    0.048938017
 536870912	    0.097715020
1073741824	    0.197372780
