         8	    0.000001872
        16	    0.000001721
        32	    0.000001941
        64	    0.000004001
       128	    0.000004041
       256	    0.000001800
       512	    0.000001760
      1024	    0.000002010
      2048	    0.000002542
      4096	    0.000003078
      8192	    0.000011129
     16384	    0.000006690
     32768	    0.000011790
     65536	    0.000013239
    131072	    0.000018442
    262144	    0.000033159
    524288	    0.000068190
   1048576	    0.000144811
   2097152	    0.000258260
   4194304	    0.000544610
   8388608	    0.001301398
  16777216	    0.002063951
  33554432	    0.004556649
  67108864	    0.009191191
 134217728	    0.018229809
 268435456	    0.036715112
 536870912	    0.074130218
1073741824	    0.147803321
